Empresa,Relato,Avaliacao
Mercado Pago,boa tarde no dia 0510 solicitei um valor de 10.000 ao mercado pago o qual eu teria que realizar o pagamento no dia 2610. em 1910 minha conta foi suspensa o qual o motivo da suspensão nunca cometi tentei no mesmo dia contato por fim não foi resolvido o que precisou ser aberto uma reclamação aqui mesmo no consumidor.gov devido a demora de resolver ainda mais se tratando de algo que não cometi 2024.10xxx.xxx.xxxxx somente no dia 2510 minha conta foi ativa. eu fiquei 6 dias sem vender conforme informado na reclamação anterior o mercado livre é minha fonte de renda. no dia 2610 eu não tinha todo o valor para quitar essa dívida visto que fiquei parada volto a lembrar por um erro que não foi meu. na reclamação anterior solicitei ajuda quanto a esse valor que preciso pagar pois os juros estão correndo dia a dia. cheguei a um dos protocolos respondidos solicitar essa ajuda mas a resposta que tive é que minha conta estava ativa e eu precisava pagar. de modo algum estou me negando a fazer o pagamento o que preciso negociar são esses juros. o mercado pode me deixar 6 dias com a conta suspensa por algo que não cometi mas auxiliar quanto aos juros que eles cobram não estão nem ai. nessa última resposta da reclamação anterior ao qual questionei essa ajuda sequer foi falado no assunto. então estou a dias tentando falar com a ouvidoria do mercado pago o qual no inicio da gravação diz ser um canal para reclamação em último caso. a ligação fica por 20 min em espera e ninguém atende isso tentei por várias vezes e é sempre a mesma coisa 20min em espera e desligam. dessa forma foi preciso recorrer mais uma vez a esse canal para ver se alguém pode ajudar. no chat no mercado pago também sempre vem a mensagem que não há ninguém disponível no momento conforme anexo. abaixo segue último retorno da reclamação anterior. 2024.10xxx.xxx.xxxxx  mercado livre olá camila cristiane beseke sua reclamação foi respondida pela empresa. a partir de agora você tem até 20 dias para acessar o site indicar se a empresa resolveu seu problema e avaliar o atendimento recebido. durante esse período sua reclamação continua em andamento e você ainda pode interagir com a empresa por meio do botão interagir com o fornecedor. caso você avalie a resposta da empresa por meio do botão avaliar resposta do fornecedor sua reclamação será finalizada. atenção ao avaliar sua reclamação será concluída não sendo mais possível interagir com a empresa ou alterar sua avaliação. após os 20 dias caso você não avalie sua reclamação será finalizada automaticamente pelo sistema e considerada resolvida. não deixe de avaliar sua avaliação é muito importante. ela nos informa sobre o comportamento da empresa e contribui para a melhoria das ações voltadas para a proteção e defesa dos consumidores.,4
Banco do Brasil,meu nome nessa lista de prejuízos tem me afetado negativamente por muito tempo em outras instituições financeiras.,4
Caixa Econômica Federal,estou a meses tentando contato com a caixa para remover um valor que estão cobrando de taxa administrativa no valor de 2500 reais. ja estou pagando isso desde a construção do apartamento. ja falaram que iriam cancelar e até agora nada,1
Nubank,boa tarde gostaria de realizar a negociação dos meus débitos junto a vocês. no caso negociar todos os valores pendentes e futuros. é possível a negociação em quantas parcelas no máximo somente 9 ou 10 como consta no app e o juros é possível a redução pq simulei no app e quase 8mil de juros não dá. gostaria que o contato seja realizado por aqui mesmo nas interações pois não consigo atender o telefone sempre.,1
Nubank,dívida com mais de 5 anos está atrapalhando a contratação de novos créditos,4
Nubank,gostaria de solicitar o descritivo detalhado da evolução da minha divida,1
Caixa Econômica Federal,entre os anos de 2021 e 2022 tentei abrir conta na caixa econômica afim de criar relacionamento para financiamento do meu apartamento porém de pelo menos 5 tentativas de abertura de contas a caixa nunca conseguiu abrir essa conta mais simples que seja. hoje 30102024 para minha surpresa em acesso ao registrato descobri que tenho uma conta aberta desde de 30052022 e jamais fui comunicado. gostaria de receber todos os dados da conta assim como todo o relatório dessa conta desde sua abertura. obrigado.,5
Banco Inter (Banco Intermedium),banco não está informando os valores de parcelas que foram antecipadas e pagas no extrato financeiro,1
Banco Inter (Banco Intermedium),houve um cartão e um atraso em meio a pandemia. não consegui negociar e não tiveram flexibilidade só valores maiores e maiores. de 5 mil. virou 100.000 de dívida.,1
Banco Inter (Banco Intermedium),ao pagar uma divida com desconto o banco enviou meu nome para o scr como prejuízo e esta me prejudicando a conseguir credito. se o banco quis fazer acordo comigo não posso ser prejudicado segundo entendimento do stj. solicito a imediata retirada do meu nome sob risco de processo.,2
Nubank,tenho uma dívida que inicialmente era de r2000 no cartão de crédito mais hoje 30 de outubro de 2024 pra mais de r28.000  tenho condições de pagar esse valor gostaria de uma e negociação para diminuir esse valor .,1
Banco do Brasil,tentei realizar o parcelamento das faturas em aberto no terminal na agência física sem sucesso. gostaria que essa opção fosse disponibilizada no terminal para que pudesse parcelar as faturas em aberto e não gerar mais juros e poder organizar o pagamento.,4
Nubank,preciso do descritivo de evolução de minha divida tendo em vista que gastei r 150900 e o banco alega que devo r 3300000 e quer que eu pague 11.29900 juros de agiotagem. e nao aceita negociar os r 150900.,1
Banco Santander,duvida sobre meu nome internamente,3
Banco do Brasil,gostaria de demonstrativo de evolução da dívida,2
Banco do Brasil,não consigo ter acesso as informações detalhadas dos meus empréstimos. gostaria de saber quanto peguei de crédito quanto já paguei quanto do valor em aberto é juros preciso do descritivo de evolução das dívidas abaixo relacionadas. número da operação 974997686 e 958400392,1
Nubank,preciso do descritivo de evolução da minha dívida.,4
Nubank,tinha uma divida no banco nubank fiz um acordo de feirao do serasa mais meu nome e meus dados aprece na aba de prejuízo do registrato gostaria apenas que retire pois o acordo esta sendo pago em dia não esta em atraso.,5
Mercado Pago,tinha feito um acordo da divida no mercado pago porem meu dados aparece na aba de prejuízo estou sendo prejudicado no meu score gostaria de pedir a retirada desse valor do registrato.,4
Caixa Econômica Federal,prezados solicitei o termo de quitação através do app habitação em 10102024 e o mesmo foi entregue no dia 21102024 pendente de correção por conta da nota de exigência  n.º 296320 apresentada pelo 1º cartorio de registro de imoveis e anexos de marília  sp conforme anexo. de maneira resumida a caixa deveria informar no termo de quitação conforme normas de serviço da corregedoria geral de justiça de são paulo capítulo xx  item 231.1 no caso da cédula cci emitida de forma cartular basta a quitação outorgada pelo credor com a cártula não foi esse o caso ou declaração de que se extraviou se sem que tenha ocorrido cessão de crédito. de acordo com o termo de quitação da caixa a autorização do cancelamento da averbação da cci e que a aludida cci não foi objeto de comercialização ou de transferência a terceiros porém não há declaração que a cci foi extraviada.,5
Mercado Pago,em 2023 não sei exatamente quando porque já faz muito tempo minha conta foi suspensa no mercado livre e mercado pago lá tinha um formulário pra encaminhar caso eu considerasse injusto a suspensão eu já enviei esse formulário várias vezes e nunca obtive resposta ao meu ver eu não fiz nada que descumprisse as diretrizes da plataforma acho injusto ser suspenso sem sequer uma advertência se eu fiz alguma coisa que descumpriu acho que o mínimo que o mercado pago deveria ter feito era avisado me dado a chance de explicar ou simplesmente advertido e caso acontecesse novamente aí sim uma suspensãomas da forma que tudo aconteceu me prejudicou bastante já que eu usava bastante os servicos do mercado livre movimentava bastante a conta do mercado pago sem contar que eu tenho cartão de crédito lá que eu usava sempre.,1
Nubank,prezados estou escrevendo para solicitar esclarecimentos sobre o saldo devedor do meu empréstimo junto ao seu banco. o valor inicial do empréstimo foi de r 12.50000 mas atualmente o saldo devedor é de r 67.34825. gostaria de entender detalhadamente a evolução dessa dívida incluindo todos os juros aplicados multas e quaisquer outras cobranças envolvidas. agradeço antecipadamente pela atenção e aguardo uma resposta urgente para que possamos resolver essa questão o mais rápido possível.,1
Nubank,juro exorbitantes na fatura de cartão de crédito foi feito um parcelamento automatico na minha fatura sem autorização onde gerou o não pagamento e cada vez juros maiores e maiores. divida inicial era por volta de r1.50000 a r2.00000 hoje está em quase r280.000000,1
Banco do Brasil,ao pagar uma dívida com desconto o banco enviou meu nome pro scr como prejuízo e está me prejudicando a conseguir crédito. se o banco quis fazer acordo comigo não posso ser prejudicado segundo entendimento do stj. solicito a imediata retirada do meu nome.,5
Nubank,atrasei r1.59409 e o banco está me cobrando r11.56759 me impossibilitando de pagar por conta do juros embutido. percebo que há juros acima da média do banco central na evolução da dívida. solicito a correção da dívida para pagar o débito.,1
Banco do Brasil,olá no ano de 2018 eu tentei abrir uma conta bb para uma empresa apresentei alguns documentos e me falaram na época que não estava conseguindo validação do meu documento posteriormente fui trabalhar como prestadora terceirizada em uma agencia bb e pedir pra o pessoal verificar porque eu não conseguiu abrir conta. me falaram que eu estava com um bloqueio interno no banco como se eu tivesse usado documentação falsa porém o atendente olhou e disse que não haviam conseguir validar minha documentação no banco central porque ele colocou errado no sistema se eu não me engano na escrita do meu nome e so conseguiu resolver na agencia que tinha feito retornei mexeram lá  moral da história até hoje nada acabei de tentar abrir a conta e não conseguir. peço celeridade para o caso em questão na época eu me lembro que passei um maior constrangimento além do tempo perdido ainda bem que a empresa aceitou na época uma conta da caixa econômica.,1
